com.aiworker.bcineuroskyservice;ihar;20150119T224047America/Santiago(1,18,-10800,1,1421718047);63;83;549152;4481;1.68E+007;1.68E+007;1074;778;185548;1.68E+007;default
com.aiworker.bcineuroskyservice;ihar;20150119T224048America/Santiago(1,18,-10800,1,1421718048);63;88;296644;6621;1.68E+007;9052;1945;238;171074;58166;default
com.aiworker.bcineuroskyservice;ihar;20150119T224049America/Santiago(1,18,-10800,1,1421718049);43;81;1022896;2779;129364;1.68E+007;9389;3459;915417;1085101;default
com.aiworker.bcineuroskyservice;ihar;20150119T224050America/Santiago(1,18,-10800,1,1421718050);54;60;677195;18743;99415;156523;15356;2386;849253;164004;default
com.aiworker.bcineuroskyservice;ihar;20150119T224051America/Santiago(1,18,-10800,1,1421718051);53;69;561502;3736;212665;136143;8601;1566;948475;238270;default
com.aiworker.bcineuroskyservice;ihar;20150119T224052America/Santiago(1,18,-10800,1,1421718052);50;64;377237;8562;112564;286451;12110;2194;939006;194255;default
com.aiworker.bcineuroskyservice;ihar;20150119T224053America/Santiago(1,18,-10800,1,1421718053);48;83;725480;22355;90319;104699;13075;4756;936614;515357;default
com.aiworker.bcineuroskyservice;ihar;20150119T224054America/Santiago(1,18,-10800,1,1421718054);29;100;311113;7575;27528;1.68E+007;26524;21018;228564;114567;default
com.aiworker.bcineuroskyservice;ihar;20150119T224055America/Santiago(1,18,-10800,1,1421718055);29;96;2900814;17821;10585;22619;31606;11523;106780;138108;default
com.aiworker.bcineuroskyservice;ihar;20150119T224056America/Santiago(1,18,-10800,1,1421718056);3;96;863399;1.68E+007;75321;94762;22811;15030;805731;1238106;default
com.aiworker.bcineuroskyservice;ihar;20150119T224057America/Santiago(1,18,-10800,1,1421718057);1;88;1097918;23534;33963;97278;18434;24486;794661;371837;default
com.aiworker.bcineuroskyservice;ihar;20150119T224058America/Santiago(1,18,-10800,1,1421718058);1;78;462037;25689;1.68E+007;1.68E+007;15104;3540;723435;443222;default
com.aiworker.bcineuroskyservice;ihar;20150119T224059America/Santiago(1,18,-10800,1,1421718059);4;74;280673;19622;16574;8640;6187;177;129905;1.68E+007;default
com.aiworker.bcineuroskyservice;ihar;20150119T224100America/Santiago(1,18,-10800,1,1421718060);14;77;241854;11995;71843;20433;14719;2695;709798;437661;default
com.aiworker.bcineuroskyservice;ihar;20150119T224101America/Santiago(1,18,-10800,1,1421718061);16;69;1216256;1.68E+007;88033;97348;1.67E+007;4638;700755;234756;default
com.aiworker.bcineuroskyservice;ihar;20150119T224102America/Santiago(1,18,-10800,1,1421718062);21;75;865147;13376;56444;2620;11531;3537;754565;943118;default
com.aiworker.bcineuroskyservice;ihar;20150119T224103America/Santiago(1,18,-10800,1,1421718063);20;54;1.68E+007;3598;114773;10952;3097;6997;752556;933236;default
com.aiworker.bcineuroskyservice;ihar;20150119T224104America/Santiago(1,18,-10800,1,1421718064);26;24;139235;1066;1.67E+007;8504;1809;143;203961;100398;default
com.aiworker.bcineuroskyservice;ihar;20150119T224105America/Santiago(1,18,-10800,1,1421718065);38;23;221831;6060;97467;15010;670;4609;710114;106030;default
com.aiworker.bcineuroskyservice;ihar;20150119T224106America/Santiago(1,18,-10800,1,1421718066);51;8;471033;24898;1.68E+007;1.68E+007;14122;2902;698383;1.68E+007;default
com.aiworker.bcineuroskyservice;ihar;20150119T224107America/Santiago(1,18,-10800,1,1421718067);63;43;350591;12273;148126;7803;4577;1407;806416;234783;default
com.aiworker.bcineuroskyservice;ihar;20150119T224108America/Santiago(1,18,-10800,1,1421718068);74;53;283577;7131;161095;102859;4683;5891;691840;216757;default
com.aiworker.bcineuroskyservice;ihar;20150119T224109America/Santiago(1,18,-10800,1,1421718069);63;74;34652;1378;1.67E+007;5292;2826;295;212783;59467;default
com.aiworker.bcineuroskyservice;ihar;20150119T224110America/Santiago(1,18,-10800,1,1421718070);61;67;603371;24435;137420;90388;7849;3165;693777;347270;default
com.aiworker.bcineuroskyservice;ihar;20150119T224111America/Santiago(1,18,-10800,1,1421718071);51;60;1305682;20687;1.68E+007;1.68E+007;11469;1263;735466;157889;default
com.aiworker.bcineuroskyservice;ihar;20150119T224112America/Santiago(1,18,-10800,1,1421718072);41;78;112812;2603;102076;1.68E+007;7270;3894;786893;799246;default
com.aiworker.bcineuroskyservice;ihar;20150119T224113America/Santiago(1,18,-10800,1,1421718073);48;57;595951;11073;150032;15245;6944;2384;798584;355305;default
com.aiworker.bcineuroskyservice;ihar;20150119T224114America/Santiago(1,18,-10800,1,1421718074);44;57;200905;247;14216;24257;1867;622;120490;1.68E+007;default
com.aiworker.bcineuroskyservice;ihar;20150119T224115America/Santiago(1,18,-10800,1,1421718075);53;63;356724;9684;51017;17552;7911;1187;788919;187838;default
com.aiworker.bcineuroskyservice;ihar;20150119T224116America/Santiago(1,18,-10800,1,1421718076);57;48;127204;14081;37511;36100;2417;2704;707959;199692;default
com.aiworker.bcineuroskyservice;ihar;20150119T224117America/Santiago(1,18,-10800,1,1421718077);43;67;467559;14173;9599;12879;5624;222;128376;1.68E+007;default
com.aiworker.bcineuroskyservice;ihar;20150119T224118America/Santiago(1,18,-10800,1,1421718078);41;87;193664;16721;38047;8411;4788;1088;815688;484660;default
com.aiworker.bcineuroskyservice;ihar;20150119T224119America/Santiago(1,18,-10800,1,1421718079);27;66;608814;5503;95075;13478;1785;3565;694595;505690;default
com.aiworker.bcineuroskyservice;ihar;20150119T224120America/Santiago(1,18,-10800,1,1421718080);24;57;284999;4713;12144;24165;3593;350;120185;21702;default
com.aiworker.bcineuroskyservice;ihar;20150119T224121America/Santiago(1,18,-10800,1,1421718081);41;64;28342;2847;1.67E+007;4564;1174;165;115955;1.68E+007;default
com.aiworker.bcineuroskyservice;ihar;20150119T224122America/Santiago(1,18,-10800,1,1421718082);35;50;214747;1969;10805;17620;1815;397;110330;75008;default
com.aiworker.bcineuroskyservice;ihar;20150119T224123America/Santiago(1,18,-10800,1,1421718083);51;64;476725;4917;156609;1.68E+007;4926;1482;629420;212559;default
com.aiworker.bcineuroskyservice;ihar;20150119T224124America/Santiago(1,18,-10800,1,1421718084);66;81;473528;12045;1.68E+007;1.68E+007;2086;8118;638948;29434;default
com.aiworker.bcineuroskyservice;ihar;20150119T224125America/Santiago(1,18,-10800,1,1421718085);64;80;1.68E+007;4376;1.67E+007;4377;2482;801;105275;74916;default
com.aiworker.bcineuroskyservice;ihar;20150119T224126America/Santiago(1,18,-10800,1,1421718086);66;80;230954;5945;10178;7351;2001;601;155933;66931;default
com.aiworker.bcineuroskyservice;ihar;20150119T224127America/Santiago(1,18,-10800,1,1421718087);66;77;183357;7599;75807;31003;9140;917;570931;40284;default
com.aiworker.bcineuroskyservice;ihar;20150119T224128America/Santiago(1,18,-10800,1,1421718088);43;80;742342;11899;10421;17793;7749;500;163032;1.68E+007;default
com.aiworker.bcineuroskyservice;ihar;20150119T224129America/Santiago(1,18,-10800,1,1421718089);35;74;71510;2015;30567;1.68E+007;8895;949;105064;73067;default
com.aiworker.bcineuroskyservice;ihar;20150119T224130America/Santiago(1,18,-10800,1,1421718090);35;90;984156;20077;19726;18252;16391;3553;1.68E+007;73546;default
com.aiworker.bcineuroskyservice;ihar;20150119T224131America/Santiago(1,18,-10800,1,1421718091);30;90;90132;393;2883;15718;1121;1.68E+007;1.67E+007;9077;default
com.aiworker.bcineuroskyservice;ihar;20150119T224132America/Santiago(1,18,-10800,1,1421718092);29;100;1174836;95099;249565;412381;19091;20446;1948853;119818;default
com.aiworker.bcineuroskyservice;ihar;20150119T224133America/Santiago(1,18,-10800,1,1421718093);35;100;529175;10321;1.68E+007;33051;19656;2727;468348;118430;default
com.aiworker.bcineuroskyservice;ihar;20150119T224134America/Santiago(1,18,-10800,1,1421718094);53;100;1.68E+007;1131;16123;6571;130;521;58642;12039;default
com.aiworker.bcineuroskyservice;ihar;20150119T224135America/Santiago(1,18,-10800,1,1421718095);54;100;1.68E+007;18905;10239;1726;2806;391;53928;1.68E+007;default
com.aiworker.bcineuroskyservice;ihar;20150119T224136America/Santiago(1,18,-10800,1,1421718096);34;94;1221479;1.68E+007;22844;1.68E+007;17519;1340;472040;150723;default
com.aiworker.bcineuroskyservice;ihar;20150119T224137America/Santiago(1,18,-10800,1,1421718097);37;90;1804246;75959;39349;58239;1.68E+007;5963;1868049;165155;default
